user,text,clean_text
SendHelp_hurry, UR press conf was a waste of time.    U wiped out drug rebates which are claimed to LOWER drug pri… https://t.co/yibeJI0auZ,"['ur', 'press', 'conf', 'waste', 'time', 'u', 'wiped', 'drug', 'debate', 'claimed', 'lower', 'drug', 'pri']"
EzerethJenkins4, They are telling the truth. Trump is getting a hard Laugh while he suggest Trumpcare that will not… https://t.co/b7ZxzrqTcU,"['telling', 'truth', 'trump', 'getting', 'hard', 'laugh', 'suggest', 'trumpcare']"
CanYouHelp15, Oh poor Little Donnie! Nobody likes him.,"['oh', 'poor', 'little', 'donne', 'nobody', 'like']"
ThomasEBrown3," Doctor retweeted by Trump has warned of alien DNA, sex with demons https://t.co/nFIS1PAsNx","['doctor', 'retreated', 'trump', 'warned', 'alien', 'dna', 'sex', 'demon']"
SendHelp_hurry, U haven't done crap for Part D. This is not a price reduction... NO ONE can use ur piece of paper/… https://t.co/cBiZ7Y74p4,"['u', 'done', 'crap', 'part', 'price', 'reduction', 'one', 'use', 'ur', 'piece', 'paper']"
AnandoRamen, Prove it.,['prove']
ThomasEBrown3, McConnell's Wife's Family Business Appears on Trump Admin's List of Companies That Received Most P… https://t.co/OxNCuLnArg,"['mcconnell', 'wife', 'family', 'business', 'appears', 'trump', 'admin', 'list', 'company', 'received', 'p']"
silkyest1," People are dying, 146,378 deaths in America?  Don’t interrupt though because Grandma needs an afte… https://t.co/dqEJix2H0o","['people', 'dying', '146', '378', 'death', 'america', 'interrupt', 'though', 'grand', 'need', 'after']"
wendyfargo2, We are noticing.,['noticing']
Corvette_9, Truth!!!,['truth']
YRTGROUP, @DonaldJTrumpJr Am I correct? Wasn’t the #potus allowed to break in to the news with an announceme… https://t.co/3H1ymSjKCv,"['donaldjtrumpjr', 'correct', 'pot', 'allowed', 'break', 'news', 'announced']"
DPowers49, More lies,['lie']
silkyest1, https://t.co/C4kDFxJC4U,[]
ThomasEBrown3, Trump questions how Fauci has a high approval rating 'but nobody likes me' https://t.co/GIVwvwNfSq,"['trump', 'question', 'face', 'high', 'approval', 'rating', 'nobody', 'like']"
BeKindOkk, https://t.co/i8xVGyuLjw,[]
lilhamberders," Dr. Redfern, thank you for your Service. Your resegnation is ekspected on the Risolute Desk by 5 P… https://t.co/VjJK1dKPmO","['dr', 'refer', 'thank', 'service', 'resignation', 'expected', 'absolute', 'desk', '5', 'p']"
STPFreak, You are a legend in your own mind,"['legend', 'mind']"
Crystal63869746, Swing Left The FDA warns that hydroxychloroquine showed no benefit in treating COVID-19 and could… https://t.co/9e7s5DdKFA,"['swing', 'left', 'fda', 'warns', 'hydroxychloroquine', 'showed', 'benefit', 'treating', 'covid', '19', 'could']"
mattv68, Thank you for fighting for the American people! We are grateful. ????????,"['thank', 'fighting', 'american', 'people', 'grateful']"
TheGodd69623245, @TheRISEofROD Great job! Isn't the CDC really a vaccine company?,"['theriseofrod', 'great', 'job', 'cdc', 'really', 'vaccine', 'company']"
percypierpont," This says it all, I think. Happy day. https://t.co/mRFgl1bdrS","['say', 'think', 'happy', 'day']"
robpadilla1983, Pills yea give more vicaden opis the whole world will rejoice on how you failed.... Covid or pills hmm let me see.,"['pill', 'yea', 'give', 'vicaden', 'ois', 'whole', 'world', 'rejoice', 'failed', 'covid', 'pill', 'hmm', 'let', 'see']"
Bern32110247," Trump, what should we make of your absurd tweets concerning the virus, race relations and the econ… https://t.co/2MeJYGWp8B","['trump', 'make', 'absurd', 'tweet', 'concerning', 'virus', 'race', 'relation', 'econ']"
Mike98571382," Well aren't you the hypocrite.  Those ""nasty"" ads about Joe Biden and how there will be no police… https://t.co/4ojxxPIWBj","['well', 'hypocrisy', 'nasty', 'ad', 'joe', 'biden', 'police']"
HoraceRussell7," The last time you said prescription prices were going down, all of my prescriptions went up.","['last', 'time', 'said', 'prescription', 'price', 'going', 'prescription', 'went']"
NoeMald28664019, UR AN IDIOT!!!,"['ur', 'idiot']"
CaleTheLion5363," If you have to explain yourself every time something new comes out about you, you really shouldn't have been president.","['explain', 'every', 'time', 'something', 'new', 'come', 'really', 'president']"
GoekenLeann, Thank you!!! I love what you're doing for us Americans. I've been wanting a leader like you since… https://t.co/2Z62sxdJks,"['thank', 'love', 'u', 'american', 'wanting', 'leader', 'like', 'since']"
Mannix512, https://t.co/f2kHTLtSZs,[]
SusBoz108, https://t.co/3A8wj4FL4C    @MSNBC @CNN @LindseyGrahamSC @GOPLeader,"['msnbc', 'cnn', 'lindseygrahamsc', 'gopleader']"
Crystal63869746," The Democrats Trump’s still downplaying the threat, ignoring public health experts, and spreading… https://t.co/Uu3yjZQff2","['democrat', 'trump', 'still', 'downplaying', 'threat', 'ignoring', 'public', 'health', 'expert', 'spreading']"
DavidVorland, The elderly liar in chief’s dementia is acting up again,"['elderly', 'liar', 'chief', 'dementia', 'acting']"
MoeQuarantined," How much Kodak stock do you own, #GrifterInChief ?","['much', 'koda', 'stock', 'grifterinchief']"
gainunits, You are the expert in lying to the public,"['expert', 'lying', 'public']"
DianeRhodes5, No..you are trying to sell beans..which you are not supposed to be doing in the presidency..you we… https://t.co/Mc1PlwA553,"['trying', 'sell', 'bean', 'supposed', 'presidency']"
percypierpont," The Indigenous peoples of the world have ""SEVEN GRANDFATHERS"" which guide their spirituality and c… https://t.co/7ETng6Lbch","['indigenous', 'people', 'world', 'seven', 'grandfather', 'guide', 'spirituality', 'c']"
GrizzlyMa05, Trump signs executive orders aimed at lowering drug prices in largely symbolic move  Trump Opens D… https://t.co/C4AbREyVZn,"['trump', 'sign', 'executive', 'order', 'aimed', 'lowering', 'drug', 'price', 'largely', 'symbolic', 'move', 'trump', 'open']"
lesliegwyn," You’re right!  No other president has been able to produce as much lying, death, sickness, sufferi… https://t.co/TZJhlUoMfQ","['right', 'president', 'able', 'produce', 'much', 'lying', 'death', 'sickness', 'suffer']"
ActiveWaiting, ---------------------97--------------------,['97']
PapipitP," Yeah, we'll see...  ""The orders are not immediately enforceable. Health officials have been workin… https://t.co/RmhUsnv6zI","['yeah', 'see', 'order', 'immediately', 'enforceable', 'health', 'official', 'working']"
LilRedHead8, You think so much of yourself.,"['think', 'much']"
pugsymalone3, You're FAKE,['fake']
pugsymalone3, You've DESTROYED the medical system.  Drs are afraid to write scripts because of Republicans. Oste… https://t.co/VnYHhBC0td,"['destroyed', 'medical', 'system', 'drs', 'afraid', 'write', 'script', 'republican', 'este']"
AzDesertFoxx, You'll never get any thanks from the left.,"['never', 'get', 'thanks', 'left']"
Disgrun82454138, https://t.co/PrawLqlY5s,[]
DavidJurco, ?? ALERT ?? ALERT ?? ALERT ?? FAKE NEWS FAKENEWS FAKE NEWS FAKENEWS FAKE NEWS FAKENEWS FAKE NEWS FAKE… https://t.co/8iK4CAEuLl,"['alert', 'alert', 'alert', 'fake', 'news', 'fakenews', 'fake', 'news', 'fakenews', 'fake', 'news', 'fakenews', 'fake', 'news', 'fake']"
abarton444," Trump, you're a known liar and cannot be trusted.","['trump', 'known', 'liar', 'can', 'not', 'trusted']"
MC_Mathews716," Yeah, no other president has produced what you produce; worldwide plagues, Nationwide racial unres… https://t.co/qnQ4favtJ8","['yeah', 'president', 'produced', 'produce', 'worldwide', 'plague', 'nationwide', 'racial', 'unrest']"
ArchnaJohnson, What happened to capitalism and free markets? Don't believe in it any more?  Getting PRICE REDUCTI… https://t.co/qTYW6KuhtG,"['happened', 'capitalism', 'free', 'market', 'believe', 'getting', 'price', 'reduced']"
woodougring, Meanwhile I'm giving $736 million to a multi bankrupted behind times camera company to make pharma… https://t.co/fZ7sfWNyyj,"['meanwhile', 'giving', '736', 'million', 'multi', 'bankruptcy', 'behind', 'time', 'camera', 'company', 'make', 'pharma']"
zcobb," Rubbish mate, you're talking rubbish. https://t.co/2DDsFi7WUT","['rubbish', 'mate', 'talking', 'rubbish']"
LaneyJoBee, Liar!!!! They went up!,"['liar', 'went']"
rosati_joanne," @foxandfriends Because, you need everything spelled out to you. He doesn’t think ANTIFA is a myth.… https://t.co/nq2oNxpbvo","['foxandfriends', 'need', 'everything', 'spelled', 'think', 'anti', 'myth']"
DavidWMooney1, Big Pharma price-gouge American consumers so that they can spend billions of $$s on advertising th… https://t.co/cMHpl2nMtT,"['big', 'pharma', 'price', 'gauge', 'american', 'consumer', 'spend', 'billion', 'advertising', 'th']"
bdlutherjr_d, Liar!,['liar']
madu_lamar, Good job.....,"['good', 'job']"
proud_v2, https://t.co/pKiwzaSymr,[]
FredAllIN1, Is that way you canceled the executive order? Not that an executive order is even an affect method… https://t.co/kEOL2t1prY,"['way', 'canceled', 'executive', 'order', 'executive', 'order', 'even', 'affect', 'method']"
Albithefirst," A answer, why nobody likes you:  https://t.co/540xCenPhS","['answer', 'nobody', 'like']"
nelsonr1978, Fauci ??????.                                        https://t.co/28GUHvZe9p,['face']
tonyandolivia, TRUMP 2020!!!,"['trump', '2020']"
muyi888," Biden and Obama are rubbish, Trump is the best","['biden', 'obama', 'rubbish', 'trump', 'best']"
ThibodauxLeslie, Still lying your sorry ass off as always.,"['still', 'lying', 'sorry', 'as', 'always']"
Alison01670004, Shut up gramps—someone take his car keys!,"['shut', 'ramp', 'someone', 'take', 'car', 'key']"
PamelaLillybla1, We want HCQ#Don’t worry do the right thng.,"['want', 'hc', 'worry', 'right', 'thing']"
mlou1939, lies,['lie']
vicsepulveda, https://t.co/yq4RNilxTF,[]
mgn53, You've done nothing that doesn't benefit you in some corrupt manner. RESIGN.,"['done', 'nothing', 'benefit', 'corrupt', 'manner', 'resign']"
USATrump4eva, Thank you President Trump for all you are doing to help the American people. First President in hi… https://t.co/MndKc1gtJB,"['thank', 'president', 'trump', 'help', 'american', 'people', 'first', 'president', 'hi']"
SamONeillSA, ?? https://t.co/GtGn1TdjGn,[]
Cameron13107534, Waaaaaaaaaaaaaaaaaaaaa,['waaaaaaaaaaaaaaaaaaaaa']
mitch_kremer,  ONLY 1 USA ???? OWNED PLASMA COMPANY!! PLASMA IS A CRITICAL THERAPY TO COMBAT THE C… https://t.co/vqGYwYiodT,"['1', 'usa', 'owned', 'plasma', 'company', 'plasma', 'critical', 'therapy', 'combat', 'c']"
Shari4everFree, I think of big pharma as legal drug dealers/cartels. Drug pushers..... and your first one is free!… https://t.co/qa4NkUZITP,"['think', 'big', 'pharma', 'legal', 'drug', 'dealer', 'cartel', 'drug', 'pusher', 'first', 'one', 'free']"
GeneSte85125202," Too little, too late!","['little', 'late']"
Gustavo35448328, The economy with you has not progresed on your time in the presidecie. you ask for money frome you… https://t.co/8n0wp5Dppw,"['economy', 'progressed', 'time', 'presidente', 'ask', 'money', 'from']"
JAS16AZ, How come you’re so unpopular even though you brag about your so called accomplishments ALL the time?,"['come', 'unpopular', 'even', 'though', 'bag', 'called', 'accomplishment', 'time']"
wallflower2323, so show us proof that they will quadruple ... or are you just blowing steam out your ass again...… https://t.co/D9Uq0HQ0RD,"['show', 'u', 'proof', 'quadruple', 'blowing', 'steam', 'as']"
michaelsb," You said Mexico would pay for the wall, but they never did. You had to steal money from our military to do it.","['said', 'mexico', 'would', 'pay', 'wall', 'never', 'steal', 'money', 'military']"
ocelotsanctus, Liar,['liar']
SlimmerYet," #Resist #TheResistance #1TermTrumpThenDump  Nice work! We are leaders, of the worst kind. Loosing… https://t.co/bJiPoAN3Ri","['resist', 'theresistance', '1termtrumpthendump', 'nice', 'work', 'leader', 'worst', 'kind', 'looking']"
ToniL09862806, Drain that swamp Mr. President! Thank you for all you've done for our country and continue to do!… https://t.co/L8v1BLGfj6,"['drain', 'swamp', 'mr', 'president', 'thank', 'done', 'country', 'continue']"
ThezeDazeGuy, America needs a strong President that isn't on his knees blowing Putin or Kim Jong.,"['america', 'need', 'strong', 'president', 'knee', 'blowing', 'putin', 'kim', 'jong']"
ellfling," Figured this one out yesterday. Big pharma must hate you, but this helps the people start to get it.","['figured', 'one', 'yesterday', 'big', 'pharma', 'must', 'hate', 'help', 'people', 'start', 'get']"
Hotmessholla," Vulgar man, small hands. Not an inch of heart.","['vulgar', 'man', 'small', 'hand', 'inch', 'heart']"
Bb19765, https://t.co/3AJFNsftJm,[]
tdv334," YOU are going to bring the pharmaceuticals to their knees? How? You couldn't even run a casino, wh… https://t.co/fYrNi5sLPq","['going', 'bring', 'pharmaceutical', 'knee', 'even', 'run', 'casino', 'wh']"
michaeljameswx," Oh really?  I haven't seen anything lowered. Except the general state of our country, thanks to you. #GoodbyeTrumpler","['oh', 'really', 'seen', 'anything', 'lowered', 'except', 'general', 'state', 'country', 'thanks', 'goodbyetrumpler']"
EColdshot," Pharmaceutical companies should have been stopped a long time ago. Actually every corporation, big… https://t.co/Bx1cdMMg74","['pharmaceutical', 'company', 'stopped', 'long', 'time', 'ago', 'actually', 'every', 'corporation', 'big']"
jbenton46862394, Keep lying. We all love it when you lie because it’s burying you! #TrumpIsACrybaby  #AmericaOrTrump,"['keep', 'lying', 'love', 'lie', 'burying', 'trumpisacrybaby', 'americaortrump']"
CottoDcottoesq, https://t.co/9lB177MqRK,[]
MarianneZirkle," Failed businesses. 6 bankruptcies.  Keep your ""huge brain"" out of this.  The American people cannot afford your help.","['failed', 'business', '6', 'bankruptcy', 'keep', 'huge', 'brain', 'american', 'people', 'can', 'not', 'afford', 'help']"
RandPitt, https://t.co/kgoVSKjEYG,[]
debimcq_debi," Keep it coming, Mr. President! ????#MAGA","['keep', 'coming', 'mr', 'president', 'manga']"
LitaTweets, Donnie dolittle tweets what about the pharma companies he needs to help stop the world's people from dying?,"['donne', 'little', 'tweet', 'pharma', 'company', 'need', 'help', 'stop', 'world', 'people', 'dying']"
marieanne1983, Putin's Puppet!,"['putin', 'puppet']"
AngelHeart5609, Zzzzzzzzzzzzzzzzzzzzzzzzzzzzz.............................. still nothing on the soldiers killed b… https://t.co/eUZXvqfF93,"['zzzzzzzzzzzzzzzzzzzzzzzzzzzzz', 'still', 'nothing', 'soldier', 'killed', 'b']"
TiredOfOrangeM1, Hmmm. Why do I not believe you?   #FU45 #YouAREtheSwamp #LiarInChief https://t.co/xvHBfIJvve,"['mmm', 'believe', 'fu45', 'youaretheswamp', 'liarinchief']"
laughalittle13, Person Woman Man Camera TV. You get extra points for getting it on that order.,"['person', 'woman', 'man', 'camera', 'tv', 'get', 'extra', 'point', 'getting', 'order']"
EricaC1970," No, they’re spending millions of dollars in advertising against you because you’re incompetent and nobody likes you.","['spending', 'million', 'dollar', 'advertising', 'incompetent', 'nobody', 'like']"
Iam7140," Guess what, anybody against you you can revoke their right to do business in the United States of… https://t.co/UhSGwCvOds","['guess', 'anybody', 'revoke', 'right', 'business', 'united', 'state']"
hes153ter, Why would they?  They tweet against you because of your #lying #racism #bullying #ignorance… https://t.co/VY03LLwtyh,"['would', 'tweet', 'lying', 'racism', 'bullying', 'ignorance']"
MswWagner, Yet you still haven't done anything,"['yet', 'still', 'done', 'anything']"
BrokenSpacehog, Or maybe it's the snake oil that Guiliani said was a great drug.  Thank God we are not hearing from him anymore.,"['maybe', 'snake', 'oil', 'giuliano', 'said', 'great', 'drug', 'thank', 'god', 'hearing', 'anymore']"
BradBunburi, ?? you’re so fucked,['sucked']
cents5818, https://t.co/lFFPxzLPS7,[]
nabookire, Trump’s buying votes again!,"['trump', 'buying', 'vote']"
forrestbrakeman, You've promised this multiple times and have yet to deliver.  But you have given the green light t… https://t.co/v2Vg8NzpiE,"['promised', 'multiple', 'time', 'yet', 'deliver', 'given', 'green', 'light']"
CDB113, You are a traitor to this country. You  lie daily.  You side with dictators over our allies and ev… https://t.co/o0fZtb5Jfc,"['traitor', 'country', 'lie', 'daily', 'side', 'dictator', 'ally', 'ev']"
Granger01Jus," Lies, lies, lies!","['lie', 'lie', 'lie']"
no_silenced, Obama gave African Americans free Cell phones  He did do something i guess?????,"['obama', 'gave', 'african', 'american', 'free', 'cell', 'phone', 'something', 'guess']"
FSgrammie, Wow! Guess they don’t like you either. Maybe you should make a trip to a Wamart in Alabama to fins some love,"['wow', 'guess', 'like', 'either', 'maybe', 'make', 'trip', 'walmart', 'alabama', 'fin', 'love']"
markcnyc, More fake news from the king of fake news. https://t.co/TixCgHvNTA,"['fake', 'news', 'king', 'fake', 'news']"
xsentrik, https://t.co/LCmkAHfG4z,[]
Jose43435584, We know https://t.co/TVJ3NV88yh,['know']
MissyWard, https://t.co/JNDulG43kT,[]
IAmNotAGiraffeK," If you’re really lowering drug prices, I’m gonna need more than a tweet for proof.","['really', 'lowering', 'drug', 'price', 'gon', 'na', 'need', 'tweet', 'proof']"
AndreaSseebold1, Massively ?????????,['massively']
timblobar, Have seen no such thing. You sure this isn’t something your minions are making up to placate you over your polling numbers?,"['seen', 'thing', 'sure', 'something', 'minion', 'making', 'place', 'polling', 'number']"
TruthTe32831136, @PrayerHarbor ??,['prayerharbor']
rajan1925, #Rafale https://t.co/FXSO2t50Xa,['rafael']
universaIfriend, https://t.co/rp1Z3JtDzV,[]
Alex891970, Keep crying tiny hands,"['keep', 'cry', 'tiny', 'hand']"
swerved33, How much rent do they pay to live in your head ?,"['much', 'rent', 'pay', 'live', 'head']"
CPresser_2, Empty powerless EO. Just like Obama EO after EO after EO.,"['empty', 'powerless', 'eo', 'like', 'obama', 'eo', 'eo', 'eo']"
TiffanyBarbera9, https://t.co/QlalRyHYlK,[]
sunnfun_JR, #HCQWorksFauciKnewIn2005,['hcqworksfauciknewin2005']
resist_for_us, It's amazing how much you lie when simple fact checks constantly show you as lying.  You truly are… https://t.co/So1d02OQB9,"['amazing', 'much', 'lie', 'simple', 'fact', 'check', 'constantly', 'show', 'lying', 'truly']"
BrokenSpiritNMB," Lies, lies, lies, fact free bullsh*t, absurd fabrications and contempt for the American people.","['lie', 'lie', 'lie', 'fact', 'free', 'bull', 'absurd', 'fabrication', 'contempt', 'american', 'people']"
dunecat1, gfy,['gf']
laura_seno58, #RacistInChief  #ResignImagineYourRatings,"['racistinchief', 'resignimagineyourratings']"
rockaro17, https://t.co/kmoSJOjzl4,[]
6f6902576a8c415, https://t.co/fqLCNkDvfC,[]
sammi25d, Playing to your base much?,"['playing', 'base', 'much']"
BillTzamaras," Diversity is good for all people, Clownie!","['diversity', 'good', 'people', 'clown']"
Dr_Dusty, ??????,[]
Trenzalore2020, ALIEN DNA!!!!,"['alien', 'dna']"
caring30303501, Won’t work you are gone in Nov,"['work', 'gone', 'nov']"
BecuJeanne, Because the last thing the middle class wants is affordable housing. JFC.,"['last', 'thing', 'middle', 'class', 'want', 'affordable', 'housing', 'fc']"
MikeFlannigan59," Your campaign slogan ought to be, ""An AR-15 in every pair of white suburban hands."" https://t.co/5AkxwxUa9t","['campaign', 'slogan', 'ought', 'ar', '15', 'every', 'pair', 'white', 'suburban', 'hand']"
freedomringsUSA, @SharonGBlack Wonderful news. Aurora CO is run by a bunch of liberals as is CO itself. Right now t… https://t.co/4NaUNdc7kK,"['sharongblack', 'wonderful', 'news', 'aurora', 'co', 'run', 'bunch', 'liberal', 'co', 'right']"
AlfonsoFreeman, Phuq-cue you hateful monster.,"['put', 'cue', 'hateful', 'monster']"
facemanjon, The racism is palpable with this one,"['racism', 'capable', 'one']"
elliotjwalsh, What’s wrong with you,['wrong']
JoSwedishMamma," This is disgusting, shame on you!","['disgusting', 'shame']"
EdgeofSports, The only benefit of tweets like this is that they can and should be used in the future to make sur… https://t.co/zzcr6fqaIx,"['benefit', 'tweet', 'like', 'used', 'future', 'make', 'sur']"
bfs465," Let me inform you, Donald, that this is an incredibly pathetic and wholly racist tweet. Do you ever think? At all?","['let', 'inform', 'donald', 'incredibly', 'pathetic', 'wholly', 'racist', 'tweet', 'ever', 'think']"
RobertK53800598, So that equal housing commission fine taught you nothing. Hey @SenatorCollins still think he’s cap… https://t.co/NMoJaBtJWf,"['equal', 'housing', 'commission', 'fine', 'taught', 'nothing', 'hey', 'senatorcollins', 'still', 'think', 'cap']"
denisewu," Beating up moms, dads, vets, nurses, and kids only piss more suburban people off","['beating', 'mom', 'dad', 'vet', 'nurse', 'kid', 'piss', 'suburban', 'people']"
DValeyard, This is sooooo fucking racist,"['voodoo', 'fucking', 'racist']"
BiancaBick1, Racist,['racist']
Robert78583710, Just as long as you don’t move in.,"['long', 'move']"
JohnBra63775398," I'm Poor, but do plan to send you postage money order, I don't trust when people ask for money on… https://t.co/9jZ5CoeheY","['poor', 'plan', 'send', 'postage', 'money', 'order', 'trust', 'people', 'ask', 'money']"
hvnsntme2you, Why should I by a $350K house and pay high property taxes just so a low income complex can come in… https://t.co/kludlNSw7D,"['350k', 'house', 'pay', 'high', 'property', 'tax', 'low', 'income', 'complex', 'come']"
wesleyarts, Thank you!,['thank']
SecordKayla, Wow just wow,"['wow', 'wow']"
ellaphantb00bs, do you hate poor people,"['hate', 'poor', 'people']"
Rises111," I welcome everyone to my suburban neighborhood. You are so out of touch with reality. Please, get… https://t.co/jJD7v0y9bG","['welcome', 'everyone', 'suburban', 'neighborhood', 'touch', 'reality', 'please', 'get']"
BarryJamesT," Fixed it for you: ""I am happy to inform all of the white people living their Suburban Lifestyle Dr… https://t.co/jf0cQwoh8Z","['fixed', 'happy', 'inform', 'white', 'people', 'living', 'suburban', 'lifestyle', 'dr']"
speechadvice, Exactly what Jesus would have done! Way to #MAGA #BigotinChief https://t.co/gXXUcqIXsp,"['exactly', 'jesus', 'would', 'done', 'way', 'manga', 'bigotinchief']"
Maura_BV, Just like Dear Old Dad!,"['like', 'dear', 'old', 'dad']"
p2wy, This is racist af.,"['racist', 'af']"
miagl11," It’s not 1950, you old racist","['1950', 'old', 'racist']"
BobbiPitz, R A (  ) I S T  !  Choose C  or P to fill in. Either applies.,"['r', 'choose', 'c', 'p', 'fill', 'either', 'applies']"
PoolGlitter, Racist much?? #RacistInChief,"['racist', 'much', 'racistinchief']"
michaelshess, Wow. Save us all the trouble of reading these tweets. Just send out one more tweet that confirms i… https://t.co/skieaJE17K,"['wow', 'save', 'u', 'trouble', 'reading', 'tweet', 'send', 'one', 'tweet', 'confirms']"
JohnBar86608216, I’d rather have a low income family next to me than you &amp; your crime famliy. If you moved in next… https://t.co/rj8ossAy1Q,"['rather', 'low', 'income', 'family', 'next', 'amp', 'crime', 'family', 'moved', 'next']"
JoshuaSmitt, https://t.co/11eULzd2eY,[]
hankgray2454," Wow, how racist can you get!","['wow', 'racist', 'get']"
themacartist, #TrumpGestapo   #TrumpVirus  #TrumpGestapo   #TrumpVirus  #TrumpGestapo   #TrumpVirus… https://t.co/AmC3kqIm1x,"['trumpgestapo', 'trumpvirus', 'trumpgestapo', 'trumpvirus', 'trumpgestapo', 'trumpvirus']"
AaronSpade, How much can you suck?,"['much', 'suck']"
JewishConnectiv, @DonaldJTrumpRe Good. Looking forward to the diversity,"['donaldjtrumpre', 'good', 'looking', 'forward', 'diversity']"
alexxosborn, Use your great reading skills to learn how you're promoting de jure racism. https://t.co/Iv6LnkvexM,"['use', 'great', 'reading', 'skill', 'learn', 'promoting', 'de', 'jure', 'racism']"
MichaelSchiller, Wow.  You are truly clueless.  I live in a major suburban neighborhood and we have some low income… https://t.co/Sj8C8Wta6s,"['wow', 'truly', 'clueless', 'live', 'major', 'suburban', 'neighborhood', 'low', 'income']"
